Event,Site_ID,Species,ShortName,Kingdom,DivisionPhylum,Count,Cell_biovol_u3,Cells_cm2,Biovolume_u3_cm2,Biovolume_mm3_m2
5,SALI1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,42,10169,2340.792048,23803514.33,238.0351433
2,BEAT1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,86,10169,1247.155435,12682323.62,126.8232362
5,EVAN1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,5,10169,169.3166672,1721781.189,17.21781189
2,COVE1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,612,10169,7126.28171,72467158.71,724.6715871
2,EVAN1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,552,10169,10972.89318,111583350.8,1115.833508
2,FLIN1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,88,10169,2415.572841,24563960.22,245.6396022
2,FLIN2,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,477,10169,5792.76116,58906588.24,589.0658824
2,FLIN3,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,24,10169,78.72906727,800595.8851,8.005958851
2,ILLI1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,800,10169,17077.96248,173665800.4,1736.658004
7,ILLI4,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,8,10169,431.095183,4383806.916,43.83806916
2,BARR4,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,385,10169,4750.440433,48307228.77,483.0722877
5,OSAG1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,2,10169,27.16134941,276203.7622,2.762037622
5,ILLI2,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,1,10169,58.32826562,593140.133,5.93140133
5,LEE1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,36,10169,973.3114059,9897603.687,98.97603687
5,ILLI1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,4,10169,41.66280317,423669.0454,4.236690454
5,BALL1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,1,10169,38.56093962,392126.195,3.92126195
5,BARR2,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,1,10169,15.07435197,153291.0852,1.532910852
5,LLEE1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,21,10169,139.4431581,1417997.475,14.17997475
5,SPAV1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,6,10169,85.95859926,874112.9959,8.741129959
5,MTFK1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,5,10169,67.95084873,690992.1807,6.909921807
2,ILLI4,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,144,10169,907.6070301,9229455.889,92.29455889
5,BARR4,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,32,10169,214.4538068,2180780.761,21.80780761
5,BEAT1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,15,10169,184.7279984,1878499.015,18.78499015
5,FLIN1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,2,10169,55.91631031,568612.9596,5.686129596
5,CANE1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,33,10169,262.6649928,2671040.311,26.71040311
2,BARR1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,141,10169,2043.331493,20778637.95,207.7863795
5,COVE1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,14,10169,344.513192,3503354.649,35.03354649
2,BALL1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,397,10169,13137.36981,133593913.6,1335.939136
5,LSAL1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,8,10169,274.8589339,2795040.498,27.95040498
8,SPAV2,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,4,10169,11.55795137,117532.8075,1.175328075
2,ILLI2,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,8,10169,223.5385655,2273163.673,22.73163673
8,LSAL1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,26,10169,309.6294018,3148621.387,31.48621387
8,FLIN2,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,57,10169,397.0761361,4037867.228,40.37867228
8,ILLI2,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,68,10169,461.3104151,4691065.611,46.91065611
8,SPRG1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,27,10169,134.0562206,1363217.708,13.63217708
8,BEAT1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,3,10169,103.5274455,1052770.593,10.52770593
7,GOOS1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,1,10169,13.98172259,142180.137,1.42180137
8,SPAR1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,8,10169,58.84154051,598359.6254,5.983596254
7,SALI1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,1,10169,9.362380582,95206.04814,0.952060481
8,SAGE1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,2,10169,10.69448057,108752.1729,1.087521729
8,CANE1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,2,10169,11.78823831,119874.5953,1.198745953
9,OSAG2,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,14,10169,176.5014788,1794843.538,17.94843538
9,MTFK1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,249,10169,10152.8495,103244326.6,1032.443266
9,LLEE1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,374,10169,19328.57474,196552276.5,1965.522765
9,LEE1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,490,10169,16269.03314,165439798,1654.39798
2,ILLI6,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,216,10169,1503.205326,15286094.96,152.8609496
8,FLIN3,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,8,10169,47.945713,487559.9555,4.875599555
7,LLEE1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,19,10169,202.552718,2059758.59,20.5975859
2,ILLI5,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,59,10169,1755.606667,17852764.2,178.527642
7,COVE1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,279,10169,2872.450173,29209945.81,292.0994581
7,LEE1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,221,10169,1705.951868,17347824.54,173.4782454
7,ILLI7,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,54,10169,1668.018462,16962079.74,169.6207974
7,ILLI1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,75,10169,1049.849602,10675920.61,106.7592061
7,FLIN2,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,60,10169,1397.591912,14212112.16,142.1211216
7,FLIN3,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,1,10169,4.854120482,49361.55118,0.493615512
7,BALL1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,8,10169,299.2864959,3043444.377,30.43444377
9,EVAN1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,62,10169,735.0788929,7475017.262,74.75017262
7,ILLI5,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,5,10169,239.0922384,2431328.972,24.31328972
7,BARR1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,3,10169,112.481388,1143823.235,11.43823235
7,SPRG2,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,3,10169,31.66178181,321968.6592,3.219686592
7,ILLI8,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,3,10169,47.78543551,485930.0937,4.859300937
7,EVAN1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,1,10169,24.059023410000002,244656.209,2.44656209
7,MTFK1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,2,10169,13.48463698,137125.2734,1.371252734
7,SPAR1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,2,10169,38.28797727,389350.4408,3.893504408
7,SPAV2,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,37,10169,290.4926899,2954020.163,29.54020163
12,LSAL1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,1,10169,12.30873486,125167.5248,1.251675248
2,SPRG3,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,520,10169,13889.68952,141244252.7,1412.442527
8,ILLI6,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,416,10169,6762.122774,68764026.49,687.6402649
8,LEE1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,272,10169,6579.780104,66909783.87,669.0978387
8,ILLI8,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,752,10169,20481.29033,208274241.4,2082.742414
8,ILLI7,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,865,10169,11930.39257,121320162.1,1213.201621
2,SPRG2,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,581,10169,17418.75247,177131293.9,1771.312939
8,LLEE1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,537,10169,14425.09748,146688816.3,1466.888163
12,BARR3,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,1,10169,44.41353913,451641.2794,4.516412794
8,OSAG2,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,126,10169,1130.886898,11499988.86,114.9998886
8,OSAG1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,101,10169,834.473213,8485758.103,84.85758103
2,SPRG1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,18,10169,268.0797408,2726102.884,27.26102884
8,COVE1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,858,10169,23424.19634,238200652.6,2382.006526
8,BARR4,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,205,10169,6887.966192,70043728.21,700.4372821
12,EVAN1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,1,10169,24.8771979,252976.2255,2.529762255
8,FLIN1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,57,10169,496.3474579,5047357.299,50.47357299
8,SPAV1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,83,10169,462.8925563,4707154.405,47.07154405
12,MTFK1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,5,10169,20.40830799,207532.0839,2.075320839
12,SPAV2,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,1,10169,10.22087146,103936.0419,1.039360419
8,BALL1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,69,10169,683.39599,6949453.823,69.49453823
8,SALI1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,26,10169,386.8910939,3934295.534,39.34295534
9,ILLI5,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,14,10169,150.145766,1526832.294,15.26832294
2,SPAV2,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,23,10169,345.4930432,3513318.757,35.13318757
9,ILLI3,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,23,10169,221.7643679,2255121.858,22.55121858
2,SPAV1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,309,10169,4421.349538,44960703.46,449.6070346
9,ILLI7,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,24,10169,221.3595557,2251005.322,22.51005322
9,ILLI6,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,3,10169,27.57404198,280400.4329,2.804004329
9,ILLI4,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,4,10169,53.31972248,542208.2579,5.422082579
2,SPAR1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,3,10169,54.79956524,557256.7789,5.572567789
12,COVE1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,1,10169,24.61277508,250287.3098,2.502873098
4,EVAN1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,10,10169,102.5730769,1043065.619,10.43065619
4,BARR2,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,4,10169,186.5722172,1897252.877,18.97252877
4,BARR3,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,19,10169,275.7133015,2803728.563,28.03728563
8,BARR1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,241,10169,1989.529633,20231526.84,202.3152684
4,BARR4,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,73,10169,2541.202646,25841489.71,258.4148971
4,BEAT1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,34,10169,340.3430429,3460948.403,34.60948403
8,ILLI5,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,231,10169,7068.621317,71880810.17,718.8081017
8,BARR3,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,263,10169,2509.283259,25516901.46,255.1690146
4,CANE1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,54,10169,465.1473138,4730083.034,47.30083034
8,SPRG2,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,139,10169,2165.28531,22018786.31,220.1878631
4,FLIN2,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,31,10169,561.807295,5713018.383,57.13018383
8,BARR2,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,92,10169,1587.898596,16147340.83,161.4734083
4,ILLI5,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,3,10169,206.9889929,2104871.069,21.04871069
4,ILLI1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,78,10169,916.3722641,9318589.553,93.18589553
8,EVAN1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,195,10169,2624.527209,26688817.19,266.8881719
8,ILLI4,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,260,10169,3604.141658,36650516.52,366.5051652
8,MTFK1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,389,10169,5188.893212,52765855.08,527.6585508
4,BARR1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,10,10169,146.797549,1492784.276,14.92784276
8,ILLI1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,245,10169,3108.999041,31615411.25,316.1541125
4,BALL1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,19,10169,310.5147262,3157624.25,31.5762425
8,ILLI3,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,334,10169,1909.988276,19422670.77,194.2267077
1,BALL1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,10,10169,199.010117,2023733.88,20.2373388
4,ILLI7,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,7,10169,169.5101773,1723748.993,17.23748993
8,SPRG3,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,116,10169,1877.968834,19097065.07,190.9706507
4,COVE1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,81,10169,371.200413,3774737,37.74737
1,COVE1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,306,10169,12462.03628,126726446.9,1267.264469
3,SPRG1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,22,10169,433.6330324,4409614.307,44.09614307
1,SPRG1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,6,10169,87.52542678,890046.0649,8.900460649
3,SPRG2,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,471,10169,11198.54147,113877968.2,1138.779682
4,SPAV1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,69,10169,791.6752157,8050545.268,80.50545268
1,LEE1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,368,10169,11795.52824,119948726.7,1199.487267
1,BEAT1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,3,10169,59.43111607,604355.0193,6.043550193
1,EVAN1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,16,10169,268.8457662,2733892.597,27.33892597
4,OSAG1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,5,10169,55.52912207,564675.6423,5.646756423
1,BARR3,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,22,10169,523.0077523,5318465.833,53.18465833
6,SPAV2,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,5,10169,48.47076337,492899.1927,4.928991927
1,BARR1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,7,10169,141.2342082,1436210.663,14.36210663
3,SPAV2,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,1,10169,33.27209169,338343.9004,3.383439004
6,SPAV1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,3,10169,51.01183568,518739.3571,5.187393571
1,FLIN2,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,47,10169,558.5702212,5680100.579,56.80100579
4,MTFK1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,30,10169,547.3184542,5565681.361,55.65681361
1,FLIN1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,13,10169,220.4900202,2242163.015,22.42163015
1,GOOS1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,1,10169,26.95220068,274076.9287,2.740769287
1,SALI1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,40,10169,494.4239324,5027796.968,50.27796968
4,SPRG3,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,338,10169,9061.757257,92149009.55,921.4900955
4,SPRG2,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,290,10169,7536.710836,76640812.49,766.4081249
1,ILLI1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,4,9161,23.76447965,217706.3981,2.177063981
1,MTFK1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,114,10169,2150.089785,21864263.02,218.6426302
11,SPRG2,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,1,10169,7.074537579,71940.97264,0.719409726
11,SAGE1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,1,10169,7.4108061,75360.48723,0.753604872
4,SPAV2,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,21,10169,436.0943624,4434643.571,44.34643571
4,LEE1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,141,10169,2490.676769,25327692.06,253.2769206
1,BARR2,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,12,10169,257.7986467,2621554.438,26.21554438
6,SPRG3,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,63,10169,1980.072837,20135360.68,201.3536068
3,SPRG3,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,314,10169,4735.778527,48158131.84,481.5813184
1,LSAL1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,131,10169,2230.50595,22682015,226.82015
6,SPRG2,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,31,10169,1286.604475,13083480.9,130.834809
1,SPRG2,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,87,10169,2441.425449,24826855.39,248.2685539
1,LLEE1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,362,10169,12132.40698,123374446.6,1233.744466
1,SPRG3,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,68,10169,1555.064997,15813455.96,158.1345596
1,SPAV2,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,2,10169,55.92887326,568740.7122,5.687407122
1,SPAV1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,24,10169,327.7457786,3332846.823,33.32846823
6,COVE1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,40,10169,289.1232887,2940094.723,29.40094723
3,ILLI8,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,8,10169,55.44607101,563831.0961,5.638310961
3,ILLI7,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,15,10169,461.8352541,4696402.699,46.96402699
3,ILLI6,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,14,10169,414.453265,4214575.252,42.14575252
3,ILLI5,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,32,10169,1390.705074,14142079.89,141.4207989
3,ILLI4,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,16,10169,930.7565665,9464863.525,94.64863525
3,SPAV1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,108,10169,2436.646153,24778254.73,247.7825473
3,ILLI2,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,6,10169,150.2570153,1527963.588,15.27963588
4,SALI1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,105,10169,4148.816504,42189315.03,421.8931503
6,ILLI1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,16,10169,430.5030929,4377785.952,43.77785952
6,FLIN2,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,7,10169,93.11145039,946850.339,9.46850339
3,LEE1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,351,10169,7682.541014,78123759.57,781.2375957
3,FLIN1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,14,10169,562.8391245,5723511.057,57.23511057
3,ILLI3,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,12,10169,424.5653348,4317404.89,43.1740489
3,COVE1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,318,10169,9763.708476,99287151.49,992.8715149
6,CANE1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,5,10169,77.39696015,787049.6878,7.870496878
3,CANE1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,262,10169,4554.395722,46313650.1,463.136501
6,BEAT1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,2,10169,14.38686069,146299.9864,1.462999864
3,BEAT1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,149,10169,4728.96817,48088877.32,480.8887732
3,BARR4,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,121,10169,2309.631955,23486647.35,234.8664735
3,BARR3,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,52,10169,782.0986033,7953160.697,79.53160697
6,BARR2,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,2,10169,48.69112452,495140.0453,4.951400453
3,BARR2,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,109,10169,1317.00193,13392592.63,133.9259263
3,BARR1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,86,10169,3018.749735,30697666.06,306.9766606
3,BALL1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,186,10169,7432.094946,75576973.51,755.7697351
3,FLIN2,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,115,10169,1771.635767,18015764.11,180.1576411
4,LSAL1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,30,10169,600.6522874,6108033.111,61.08033111
6,SALI1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,5,10169,140.0443563,1424111.06,14.2411106
6,LEE1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,133,10169,1320.350383,13426643.05,134.2664305
3,LLEE1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,224,10169,3587.91511,36485508.75,364.8550875
3,SALI1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,403,10169,5367.669694,54583833.12,545.8383312
4,LLEE1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,156,10169,1902.808144,19349656.02,193.4965602
3,MTFK1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,718,10169,23784.22852,241861819.8,2418.618198
6,MTFK1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,14,10169,113.1493547,1150615.788,11.50615788
1,FLIN3,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,1,10169,11.74006635,119384.7347,1.193847347
6,LLEE1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,18,10169,170.4685821,1733495.012,17.33495012
3,OSAG2,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,3,10169,116.1988946,1181626.559,11.81626559
3,LSAL1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,148,10169,3974.834577,40420092.81,404.2009281
6,OSAG1,Calothrix fusca,CALOfusc,Bacteria,Cyanophycota,11,10169,198.6036623,2019600.642,20.19600642
7,SAGE1,Chlorococcum sp.,CHLOROCO,Plantae,Chlorophyta,3,65,18477.98311,1201068.902,12.01068902
7,ILLI5,Chlorococcum sp.,CHLOROCO,Plantae,Chlorophyta,21,65,24471.79381,1590666.598,15.90666598
7,BARR2,Chlorococcum sp.,CHLOROCO,Plantae,Chlorophyta,7,65,11305.96506,734887.7289,7.348877289
9,ILLI5,Chlorococcum sp.,CHLOROCO,Plantae,Chlorophyta,15,1437,32498.53734,46700398.15,467.0039815
9,BARR1,Chlorococcum sp.,CHLOROCO,Plantae,Chlorophyta,17,1437,37019.77687,53197419.36,531.9741936
7,BARR3,Chlorococcum sp.,CHLOROCO,Plantae,Chlorophyta,6,65,7182.769646,466880.027,4.66880027
9,BALL1,Chlorococcum sp.,CHLOROCO,Plantae,Chlorophyta,31,1437,43862.9648,63031080.42,630.3108042
4,BEAT1,Chlorococcum sp.,CHLOROCO,Plantae,Chlorophyta,1,1437,7604.303282,10927383.82,109.2738382
7,FLIN2,Chlorococcum sp.,CHLOROCO,Plantae,Chlorophyta,5,65,9473.872347,615801.7026,6.158017026
7,SPAR1,Chlorococcum sp.,CHLOROCO,Plantae,Chlorophyta,4,65,11840.31566,769620.5178,7.696205178
2,BALL1,Chlorococcum sp.,CHLOROCO,Plantae,Chlorophyta,11,65,14437.95358,938466.9824,9.384669824
9,OSAG2,Chlorococcum sp.,CHLOROCO,Plantae,Chlorophyta,14,1437,14449.11351,20763376.11,207.6337611
7,ILLI2,Chlorococcum sp.,CHLOROCO,Plantae,Chlorophyta,2,65,7988.154127,519230.0183,5.192300183
7,EVAN1,Chlorococcum sp.,CHLOROCO,Plantae,Chlorophyta,2,65,3465.308077,225245.025,2.25245025
9,MTFK1,Chlorococcum sp.,CHLOROCO,Plantae,Chlorophyta,14,1437,8010.989213,11511791.5,115.117915
7,ILLI6,Chlorococcum sp.,CHLOROCO,Plantae,Chlorophyta,2,65,5604.604222,364299.2744,3.642992744
2,SPRG3,Chlorococcum sp.,CHLOROCO,Plantae,Chlorophyta,1,65,576.8665493,37496.3257,0.374963257
2,SPRG1,Chlorococcum sp.,CHLOROCO,Plantae,Chlorophyta,12,65,1862.290636,121048.8913,1.210488913
9,ILLI6,Chlorococcum sp.,CHLOROCO,Plantae,Chlorophyta,26,1437,23937.66692,34398427.37,343.9842737
9,BEAT1,Chlorococcum sp.,CHLOROCO,Plantae,Chlorophyta,41,1437,52107.40097,74878335.19,748.7833519
9,SPRG3,Chlorococcum sp.,CHLOROCO,Plantae,Chlorophyta,8,1437,6198.465489,8907194.907,89.07194907
9,SPAR1,Chlorococcum sp.,CHLOROCO,Plantae,Chlorophyta,48,1437,32369.84952,46515473.77,465.1547377
2,SPAR1,Chlorococcum sp.,CHLOROCO,Plantae,Chlorophyta,12,65,17499.02083,1137436.354,11.37436354
9,ILLI4,Chlorococcum sp.,CHLOROCO,Plantae,Chlorophyta,22,1437,43569.83037,62609846.24,626.0984624
2,ILLI3,Chlorococcum sp.,CHLOROCO,Plantae,Chlorophyta,9,65,19347.30905,1257575.088,12.57575088
9,SPRG2,Chlorococcum sp.,CHLOROCO,Plantae,Chlorophyta,16,1437,8813.88029,12665545.98,126.6554598
